setting_id,documents,method,router,clusters,probes,node_budget,leaf_size,key_bits,candidate_target,exploration,seeds,recall,recall_low,p50_ms,p95_ms,sources,lifetime_peak_bytes
s0028,1000000,keys,direct,16384,9494,0,0,1,0,0,0,0.8,0.7384296874999999,22.604291327297688,22.963890782557428,1,151273472
s0029,1000000,branch,ivf,4096,1872,0,1000000,0,0,0,0,0.8,0.7871875,12.619896093383431,13.014262495562434,1,224493568
s0030,1000000,branch,direct,16,16,0,320,0,0,0,0,1.0,1.0,0.64437510445714,0.7195939077064395,1,168722432
s0031,1000000,keys,none,1,1,0,0,13,0,0,0,1.0,1.0,28.39945792220533,31.145975110121068,1,136937472
s0032,1000000,keys,ivf,4096,3109,0,0,4,0,0,0,0.95,0.943125,35.803291480988264,37.858996354043484,1,156368896
s0033,1000000,keys,direct,256,165,0,0,1,0,0,0,0.80375,0.7559140625,17.392062349244952,17.717099911533296,1,138493952
s0034,1000000,keys,direct,8192,7207,0,0,1,0,0,0,0.95,0.9331171875,28.812354430556297,29.716233210638165,1,148193280
s0035,1000000,branch,direct,16384,15984,0,1000000,0,0,0,0,0.99,0.9853125,32.67366695217788,36.21935634873807,1,237174784
s0036,1000000,scan,ivf,256,149,0,0,0,0,0,0,0.8003125,0.7865625,14.73520859144628,17.08612681832164,1,141885440
s0037,1000000,keys,direct,2048,1287,0,0,4,0,0,0,0.8,0.7481171875,22.866000654175878,24.44601906463504,1,145981440
s0038,1000000,scan,direct,256,256,0,0,0,0,0,0,1.0,1.0,25.252332910895348,25.799414003267884,1,157696000
s0039,1000000,keys,direct,16,12,0,0,8,0,0,0,0.8115625,0.7828046875,20.88295854628086,22.264452720992264,1,131235840
