case_id,method,documents,phase,leaf_size,node_budget,key_bits,candidate_target,recall,p50_ms,predicted_p50_ms,p50_error_percent,p95_ms,predicted_p95_ms,within_twenty_percent,logical_index_bytes,array_capacity_bytes,rss_before_queries,sampled_query_peak,lifetime_peak_bytes,budget_status,mean_scored,mean_split_words,mean_leaf_words,mean_key_attempts,max_mask_bytes,max_key_queue_bytes,power_unchanged
89,keys,65536,fit,0,0,4,1000,0.0975,0.1319372095167637,0.1346617953928138,2.065062529387468,0.13965365942567587,0.13581520674681716,True,2621760,2621440,50888704,51085312,52953088,fits_by_lifetime_peak,4092.875,0.0,0.0,1.0,0,16,True
90,scan,16384,fit,0,0,0,0,1.0,0.43100002221763134,0.4428931833932918,2.7594340052388855,0.44257468543946743,0.44400737115543304,True,655360,655360,48447488,52772864,52772864,fits_by_lifetime_peak,16384.0,0.0,0.0,0.0,0,0,True
91,keys,4096,fit,0,0,12,0,1.0,0.29239594005048275,0.2935428181136752,0.3922346059232075,0.3308027517050504,0.2951376614565755,True,215500,163840,48594944,52035584,52035584,fits_by_lifetime_peak,4096.0,0.0,0.0,4096.0,0,32768,True
92,keys,8192,check,0,0,4,0,1.0,0.23333285935223103,0.24308177784217905,4.178116411470105,0.25979047641158104,0.2440613429261596,True,328000,327680,48644096,52297728,52297728,fits_by_lifetime_peak,8192.0,0.0,0.0,16.0,0,128,True
93,branch,32768,check,32,0,0,0,1.0,2.8836666606366634,3.4094967738016004,18.234774509229954,2.9394515557214618,3.4211820884257973,True,2359296,2359296,52183040,56590336,56590336,fits_by_lifetime_peak,32768.0,766272.0,766784.0,0.0,1503232,0,True
94,branch,262144,fit,128,0,0,0,1.0,38.28047960996628,40.830849278223795,6.662324229588625,43.49752075504511,40.99539739373701,True,18874368,18874368,97255424,100843520,100843520,fits_by_lifetime_peak,262144.0,12366848.0,12370944.0,0.0,22577152,0,True
95,branch,262144,fit,8,512,0,0,0.13625,1.577228307723999,2.306205335138828,46.21886532500617,1.6308061545714736,2.3080362427759766,False,18874368,18874368,84869120,85311488,85311488,fits_by_lifetime_peak,573.25,1692672.0,404480.0,0.0,10616832,0,True
96,keys,131072,check,0,0,12,1000,0.042499999999999996,0.04514539614319801,0.05394889314292965,19.500320634705623,0.05628098733723163,0.05460968004964746,True,5324800,5242880,54853632,55050240,59015168,fits_by_lifetime_peak,1025.375,0.0,0.0,32.0,0,512,True
97,branch,16384,fit,8,512,0,0,0.395,0.20177080295979977,0.18964094173123977,-6.01170290776744,0.2242086688056588,0.1945131719286491,True,1179648,1179648,49414144,49594368,49594368,fits_by_lifetime_peak,886.375,91040.0,40032.0,0.0,432128,0,True
98,keys,65536,fit,0,0,12,1000,0.06625,0.0488960649818182,0.0542678717112904,10.986173900639411,0.06150198169052601,0.05460785009925045,True,2703360,2621440,51445760,51642368,53559296,fits_by_lifetime_peak,1006.875,0.0,0.0,64.0,0,2048,True
99,keys,4096,fit,0,0,8,1000,0.39875,0.049187568947672844,0.05420131182246782,10.193109726826993,0.05686699878424406,0.05473532731367671,True,168960,163840,48496640,48594944,48644096,fits_by_lifetime_peak,1007.75,0.0,0.0,62.125,0,1024,True
100,branch,4096,fit,32,0,0,0,1.0,0.19349996000528336,0.24470412332083913,26.46210537416012,0.21551703102886677,0.24671198710772554,False,294912,294912,48513024,51970048,51970048,fits_by_lifetime_peak,4096.0,11840.0,11904.0,0.0,28160,0,True
101,branch,8192,check,128,0,0,0,1.0,0.3034789115190506,0.46396674115146697,52.88269581207519,0.3487097565084696,0.46555692409096466,False,589824,589824,48513024,52576256,52576256,fits_by_lifetime_peak,8192.0,12000.0,12128.0,0.0,31744,0,True
102,branch,8192,check,32,512,0,0,0.9387500000000001,0.2521662972867489,0.3305021309372596,31.065148076244206,0.27277301996946335,0.3394025173698944,False,589824,589824,48922624,49086464,49086464,fits_by_lifetime_peak,4848.25,37712.0,27824.0,0.0,105472,0,True
103,keys,1024,fit,0,0,8,1000,0.9862500000000001,0.04935404285788536,0.05923360627178295,20.017738855448435,0.058114528656005845,0.05976411862177823,False,45940,40960,48840704,48939008,48939008,fits_by_lifetime_peak,1002.125,0.0,0.0,249.75,0,2048,True
104,keys,2048,check,0,0,8,1000,0.63375,0.047104666009545326,0.05568643871108275,18.21851937088018,0.05613740067929028,0.05604321610122222,True,87040,81920,48627712,48775168,48775168,fits_by_lifetime_peak,1004.25,0.0,0.0,125.75,0,2048,True
105,keys,2048,check,0,0,12,0,1.0,0.24924986064434052,0.23938659999769224,-3.957177998475335,0.27440181002020836,0.2402802040080358,True,113860,81920,48726016,52166656,52166656,fits_by_lifetime_peak,2048.0,0.0,0.0,4096.0,0,32768,True
106,keys,1024,fit,0,0,4,1000,1.0,0.04191719926893711,0.053585422270589725,27.836361219628028,0.04968936555087566,0.0540206525927719,False,41280,40960,48496640,48644096,48644096,fits_by_lifetime_peak,1024.0,0.0,0.0,16.0,0,128,True
107,scan,1024,fit,0,0,0,0,1.0,0.043583568185567856,0.04860272207073868,11.516161007746156,0.049756048247218125,0.04980098497830332,True,40960,40960,48660480,52019200,52019200,fits_by_lifetime_peak,1024.0,0.0,0.0,0.0,0,0,True
108,keys,16384,fit,0,0,4,0,1.0,0.4569797310978174,0.45962562524211936,0.5789959519529724,0.47294802498072386,0.4606344571380072,True,655680,655360,48758784,52805632,52805632,fits_by_lifetime_peak,16384.0,0.0,0.0,16.0,0,128,True
109,branch,1024,fit,32,512,0,0,1.0,0.05291705019772053,0.05666333617614534,7.0795442384394125,0.06287277210503817,0.057058265724911766,True,73728,73728,48447488,48594944,48594944,fits_by_lifetime_peak,1024.0,736.0,752.0,0.0,2560,0,True
110,scan,32768,check,0,0,0,0,1.0,0.8621038869023323,0.8635294663799721,0.16536052084883768,0.893449829891324,0.8643251651046592,True,1310720,1310720,49479680,53936128,53936128,fits_by_lifetime_peak,32768.0,0.0,0.0,0.0,0,0,True
111,keys,32768,check,0,0,8,1000,0.07375000000000001,0.044791726395487785,0.054385585469300265,21.418819603209005,0.05533753428608179,0.05665660342305818,False,1315840,1310720,49070080,49184768,50118656,fits_by_lifetime_peak,1066.125,0.0,0.0,8.25,0,128,True
112,keys,16384,fit,0,0,8,1000,0.1325,0.044082989916205406,0.05392311426869602,22.321817034631923,0.05130288191139697,0.054418995919443464,False,660480,655360,48496640,48611328,48988160,fits_by_lifetime_peak,1031.75,0.0,0.0,16.125,0,256,True
113,branch,32768,check,128,0,0,0,1.0,1.4733124990016222,2.16700772235763,47.08405201381816,1.5609438065439463,2.1780810466890226,False,2359296,2359296,51101696,55492608,55492608,fits_by_lifetime_peak,32768.0,193344.0,193856.0,0.0,434176,0,True
114,branch,4096,fit,128,512,0,0,1.0,0.14372915029525757,0.2253853490192424,56.812552329323225,0.1511122565716505,0.22582234506378687,False,294912,294912,48791552,48922624,48922624,fits_by_lifetime_peak,4096.0,2928.0,2992.0,0.0,10240,0,True
115,branch,131072,check,128,0,0,0,1.0,10.947832837700844,13.718138203154174,25.30460052251878,13.165351771749554,13.775910340956017,False,9437184,9437184,67059712,70451200,70451200,fits_by_lifetime_peak,131072.0,3099136.0,3101184.0,0.0,5996544,0,True
116,keys,4096,fit,0,0,4,0,1.0,0.1357079017907381,0.1348098541422089,-0.6617504483371993,0.15291245654225347,0.1359520281477173,True,164160,163840,48660480,52117504,52117504,fits_by_lifetime_peak,4096.0,0.0,0.0,16.0,0,128,True
